tourney_id,tourney_name,surface,draw_size,tourney_level
1993-M-SA-POR-02A-1993a,Portugal 2 Masters 1,Clay,24,S
2008-M-FU-BLR-04A-2008,Belarus F4,Clay,32,S
1999-D002,Davis Cup G1 PO: UKR vs ISR,Clay,4,D
2011-M-FU-USA-19A-2011,USA F19,Hard,32,S
1994-M-SA-POL-01A-1994b,Poland Masters 2,Clay,32,S
1991-M-SA-BRA-03A-1991a,Brazil 3 Masters 1,Clay,32,S
2007-M-FU-FRA-13A-2007,France F13,Hard,32,S
1976-1725,Pepsi Grand Slam,Clay,4,A
2020-M-ITF-TUR-04A-2020,M15 Antalya,Clay,32,15
2001-423,Los Angeles,Hard,32,A
2006-M-FU-VEN-02A-2006,Venezuela F1B,Hard,32,S
2016-M-FU-CRO-05A-2016,Croatia F5,Clay,32,S
2018-M-FU-TUR-04A-2018,Turkey F4,Clay,32,S
2016-M-FU-HUN-05A-2016,Hungary F5,Clay,32,S
2014-M-FU-ISR-08A-2014,Israel F8,Hard,32,S
2004-325,Palermo,Clay,32,A
2013-M-FU-CRO-07A-2013,Croatia F7,Clay,32,S
1974-6836,Lakeway,Hard,16,A
2016-M-FU-USA-15A-2016,USA F15,Clay,32,S
2009-M-FU-BRA-02B-2009,Brazil F2,Hard,32,S
2011-M-FU-ISR-08A-2011,Israel F8,Hard,32,S
1977-2011,Tehran,Clay,64,A
2007-M-FU-USA-22A-2007,USA F22,Hard,32,S
2001-409,Atlanta,Clay,32,A
2000-D029,Davis Cup G2 PO: HKG vs KAZ,Hard,4,D
2007-M-FU-IND-09A-2007,India F9,Hard,32,S
2011-M-FU-IND-12A-2011,India F12,Clay,32,S
2009-4040,Jersey CH,Hard,32,C
2009-M-FU-USA-06A-2009,USA F6,Hard,32,S
2015-M-FU-BOL-02A-2015,Bolivia F2,Clay,32,S
1976-405,Houston,Clay,16,A
2003-M-SA-CHN-01A-2003c,China 1 3,Hard,32,S
2001-M-FU-ESP-03A-2001,Spain F3,Clay,32,S
1978-709,Sarasota,Carpet,32,A
2010-835,Belgrade CH,Carpet,32,C
1998-D021,Davis Cup G1 PO: CHI vs COL,Carpet,4,D
2000-M-SA-ITA-05A-2000b,Italy 5 2,Clay,24,S
1985-419,Indianapolis,Clay,56,A
1974-D035,Davis Cup EUR SF: FRG vs TCH,Clay,4,D
2000-M-SA-TUR-02A-2000d,Turkey 2 4,Hard,32,S
2003-M-FU-CAN-03A-2003,Canada F3,Hard,32,S
2009-M-FU-ITA-06A-2009,Italy F6,Clay,32,S
1991-M-SA-FIN-01A-1991b,Finland Masters 2,Clay,32,S
1994-421,Canada Masters,Hard,56,M
2004-M-FU-ITA-10A-2004,Italy F10,Clay,32,S
2018-M-DC-2018-G1-AM-M-COL-BAR-01,Davis Cup G1 R1: COL vs BAR,Hard,4,D
2008-M-FU-VEN-05A-2008,Venezuela F5,Hard,32,S
2013-6256,Santos CH,Clay,32,C
1979-D028,Davis Cup EUR F: ITA vs GBR,Clay,4,D
2003-460,Heilbronn CH,Carpet,32,C
1989-217,Nagoya CH,Hard,32,C
2019-M-ITF-GRE-09A-2019,M15 Heraklion,Hard,32,S
2002-M-SA-ITA-03A-2002c,Italy 3 3,Clay,32,S
2011-M-FU-TUR-32A-2011,Turkey F32,Hard,32,S
1994-M-SA-ARG-03A-1994d,Argentina 3 Masters 4,Clay,32,S
2007-M-FU-ITA-26A-2007,Italy F26,Clay,32,S
1994-M-SA-FRA-01A-1994d,France 1 Masters 4,Carpet,32,S
1997-M-SA-ITA-02A-1997c,Italy 2 Masters 3,Clay,32,S
1983-326,Brisbane,Carpet,32,A
2000-369,Budapest2 CH,Clay,32,C
2017-6284,Guadalajara CH,Hard,32,C
2012-M-FU-BRA-15A-2012,Brazil F15,Clay,32,S
2010-M-FU-USA-15A-2010,USA F15,Hard,32,S
2010-824,Aachen CH,Carpet,32,C
2000-D040,Davis Cup G2 QF: DEN vs CIV,Clay,4,D
2000-M-SA-ITA-03A-2000b,Italy 3 2,Clay,32,S
2018-M-FU-FRA-21A-2018,France F21,Hard,32,S
1994-M-SA-FRA-02A-1994d,France 2 Masters 4,Hard,32,S
2006-317,Amersfoort,Clay,32,A
2014-M-FU-ROU-04A-2014,Romania F4,Clay,32,S
2014-D002,Davis Cup WG R1: JPN vs CAN,,4,D
2016-M-FU-JPN-06A-2016,Japan F6,Clay,32,S
1987-200,Bossonnens CH,Hard,32,C
2009-451,Doha,Hard,32,A
2001-891,Chennai,Hard,32,A
1994-228,Winnetka CH,Hard,32,C
2016-M-FU-CZE-12A-2016,Czech Republic F12,Carpet,32,S
2001-D075,Davis Cup WG PO: SVK vs CHI,Carpet,4,D
2020-7318,Ann Arbor CH,Hard,64,C
1999-M-SA-ESP-02A-1999a,Spain 2 Masters 1,Clay,32,S
2010-D082,Davis Cup WG PO: ROU vs ECU,Clay,4,D
2005-M-FU-ROU-13A-2005,Romania F13,Clay,32,S
2014-M-FU-MAS-01A-2014,Malaysia F1,Hard,32,S
2009-315,Newport,Grass,32,A
1986-242,Benin City CH,Hard,32,C
1985-520,Roland Garros,Clay,128,G
2013-D031,Davis Cup G2 R1: SRI vs PAK,Clay,4,D
2010-311,Queen's Club,Grass,56,A
2018-M-FU-BEL-06A-2018,Belgium F6,Clay,32,S
2016-M-FU-CHN-07A-2016,China F7,Hard,32,S
2017-M-FU-TUR-21A-2017,Turkey F21,Clay,32,S
1990-D034,Davis Cup G2 F: CUB vs COL,Hard,4,D
2019-0533,Sao Paulo,Clay,32,A
2018-M-DC-2018-G2-AO-M-THA-LBN-01,Davis Cup G2 R3: THA vs LBN,Hard,4,D
2005-M-FU-UKR-01A-2005,Ukraine F1,Clay,32,S
1996-M-SA-BUL-01A-1996a,Bulgaria 1 Masters 1,Clay,32,S
2005-M-FU-USA-22A-2005,USA F22,Hard,32,S
2018-9120,Cassis CH,Hard,32,C
2015-M-FU-TUR-43A-2015,Turkey F43,Hard,32,S
1974-2035,New Orleans WCT,,32,A
1997-404,Indian Wells Masters,Hard,56,M
2004-M-FU-IND-01A-2004,India F1A,Hard,32,S
1993-M-SA-CAN-01A-1993a,Canada Masters 1,Carpet,32,S
2008-D016,Davis Cup G2 R1: PAR vs ESA,Clay,4,D
1986-D005,Davis Cup AME QF: ARG vs URU,Clay,4,D
1999-M-FU-GER-01A-1999,Germany F1,Clay,32,S
1972-2030,Merion,Hard,64,A
2004-M-FU-ESP-17A-2004,Spain F17,Clay,32,S
1999-M-FU-USA-13A-1999,USA F13,Hard,64,S
2000-328,Basel,Carpet,32,A
2018-5069,Sarasota CH,Clay,32,C
2006-M-SA-VEN-01A-2006a,Venezuela 1 1,Hard,32,S
2003-D064,Davis Cup G2 PO: UKR vs CIV,Clay,4,D
2012-6626,Yokohama CH,Hard,32,C
2012-M-FU-PAN-01A-2012,Panama F1,Clay,32,S
2012-M-FU-SRB-05A-2012,Serbia F5,Clay,32,S
2010-2212,Ojai CH,Hard,32,C
2002-86,Burbank CH,Hard,32,C
1998-M-FU-EST-01A-1998,Estonia F1,Clay,32,S
2003-D053,Davis Cup G2 F: TPE vs HKG,Hard,4,D
2006-404,Indian Wells Masters,Hard,96,M
2019-6932,Rio de Janeiro,Clay,32,A
2008-M-FU-ITA-27A-2008,Italy F27,Clay,32,S
2011-M-FU-USA-02A-2011,USA F2,Clay,32,S
2014-6256,Santos CH,Clay,32,C
1983-254,Johannesburg CH,Hard,32,C
2007-M-FU-SUD-01A-2007,Sudan F1,Clay,32,S
1998-306,St. Poelten,Clay,32,A
2010-M-FU-ITA-17A-2010,Italy F17,Clay,32,S
2019-M-ITF-POR-03A-2019,M15 Loule,Hard,32,S
2015-M-FU-SLO-02A-2015,Slovenia F2,Clay,32,S
1992-D062,Davis Cup G1 QF: KOR vs TPE,Clay,4,D
2016-M-FU-CAN-07A-2016,Canada F7,Clay,32,S
2008-M-FU-ARG-11A-2008,Argentina F11,Clay,32,S
2008-M-FU-USA-19A-2008,USA F19,Hard,32,S
2015-3463,Milan CH,Clay,32,C
1978-D009,Davis Cup EUR PR: HUN vs BEL,,4,D
2009-M-FU-ARG-24A-2009,Argentina F24,Clay,32,S
2008-M-FU-JPN-07A-2008,Japan F7,Hard,32,S
2018-0495,Dubai,Hard,32,A
2002-D047,Davis Cup G2 SF: PAR vs PER,Clay,4,D
2008-3803,Humacao CH,Hard,32,C
2015-M-FU-FRA-18A-2015,France F18,Hard,32,S
2017-M-FU-MAR-05A-2017,Morocco F5,Clay,32,S
2001-M-FU-GBR-06A-2001,Great Britain F6,Hard,32,S
2006-D082,Davis Cup G2 PO: IRL vs SLO,Grass,4,D
1993-743,Hong Kong CH,Hard,32,C
1981-407,Rotterdam,Hard,32,A
1990-255,Jakarta1 CH,Clay,32,C
2001-D059,Davis Cup G2 PO: MON vs IRL,Clay,4,D
2008-M-FU-BUL-03A-2008,Bulgaria F3,Clay,32,S
1993-504,Wolfsburg CH,Carpet,32,C
2007-3505,Brisbane CH,Hard,32,C
1988-180,Liege CH,Carpet,32,C
1998-D046,Davis Cup WG QF: GER vs SWE,Hard,4,D
2013-605,Tour Finals,Hard,8,F
2013-M-FU-COL-04A-2013,Colombia F4,Clay,32,S
2002-M-FU-POL-08A-2002,Poland F8,Clay,32,S
2006-M-FU-ESP-26A-2006,Spain F26,Clay,32,S
1981-308,Munich,Clay,32,A
1997-M-SA-IRI-01A-1997d,Iran Masters 4,Clay,32,S
1999-M-FU-ESP-05A-1999,Spain F5,Clay,32,S
2007-M-FU-ITA-01A-2007,Italy F1,Clay,32,S
2009-M-FU-FRA-12A-2009,France F12,Clay,32,S
2016-7021,Mestre CH,Clay,32,C
1976-D042,Davis Cup EUR PR: ITA vs POL,Clay,4,D
2008-M-FU-AUS-09A-2008,Australia F9,Clay,32,S
1985-D031,Davis Cup WG PO: YUG vs FRA,Hard,4,D
2010-M-FU-LAO-01A-2010,Laos F1,Hard,32,S
2002-M-FU-IND-06A-2002,India F6,Hard,32,S
2005-M-FU-SCG-02A-2005,Serbia & Montenegro F2,Clay,32,S
2010-M-FU-NGR-01A-2010,Nigeria F1,Hard,32,S
2007-M-FU-MKD-01A-2007,Macedonia F1,Clay,32,S
2004-M-FU-ROU-08A-2004,Romania F8,Clay,32,S
1996-505,Santiago,Clay,32,A
1975-243,Perth,Hard,32,A
1996-593,Ahmedabad CH,Clay,32,C
2009-M-FU-AUS-10A-2009,Australia F10,Hard,32,S
2002-M-FU-ITA-03A-2002,Italy F3,Clay,32,S
1983-D050,Davis Cup G2 R1: PHI vs MAS,Clay,4,D
1999-320,Tel Aviv CH,Hard,32,C
2005-M-FU-GER-10A-2005,Germany F10,Clay,32,S
2015-600,Prague CH,Clay,32,C
2017-M-FU-ESP-21A-2017,Spain F21,Clay,32,S
2012-M-FU-GER-06A-2012,Germany F6,Clay,32,S
2017-M-FU-THA-01A-2017,Thailand F1,Hard,32,S
2012-D073,Davis Cup G2 R1: VEN vs PUR,Hard,4,D
1997-M-SA-USA-05A-1997d,USA 5 Masters 4,Hard,64,S
1996-D076,Davis Cup G2 R1: POL vs NGR,Clay,4,D
2011-5014,Shanghai Masters,Hard,56,M
2016-M-FU-GER-12A-2016,Germany F12,Clay,32,S
2019-M-ITF-EGY-12A-2019,M15 Sharm El Sheikh,Hard,32,S
2010-686,Scheveningen CH,Clay,32,C
2005-2121,Manta CH,Hard,32,C
1993-M-SA-ZIM-01A-1993a,Central Africa Masters 1,Hard,32,S
2013-M-FU-EGY-13A-2013,Egypt F13,Clay,32,S
1985-D053,Davis Cup AME QF: MEX vs PER,Clay,4,D
1995-575,Medellin CH,Clay,32,C
2006-1780,Dnepropetrovsk CH,Hard,32,C
2017-3967,Karshi CH,Hard,32,C
2005-D055,Davis Cup G2 R1: LAT vs GRE,Carpet,4,D
2012-M-FU-GBR-09A-2012,Great Britain F9,Grass,32,S
1973-D046,Davis Cup EUR PQ: TUR vs LUX,,4,D
1991-M-SA-BRA-01A-1991a,Brazil 1 Masters 1,Clay,32,S
1998-568,St. Petersburg,Carpet,32,A
2006-M-SA-ESP-01A-2006d,Spain 1 4,Clay,32,S
2015-M-FU-ROU-09A-2015,Romania F9,Clay,32,S
1999-D069,Davis Cup G2 QF: NOR vs MAR,Clay,4,D
2014-M-FU-AUS-05A-2014,Australia F5,Clay,32,S
1972-2066,Macon,Carpet,32,A
2002-M-FU-ESP-14A-2002,Spain F14,Hard,32,S
1994-M-SA-NED-01A-1994a,Netherlands Masters 1,Clay,32,S
2011-M-FU-BRA-37A-2011,Brazil F37,Clay,32,S
2015-M-FU-ITA-02A-2015,Italy F2,Carpet,32,S
2007-M-FU-CZE-06A-2007,Czech Rep F6,Carpet,32,S
2007-M-FU-SRB-04A-2007,Serbia F4,Clay,32,S
2007-M-FU-BIH-03A-2007,Bosnia & Herzegovina F3,Clay,32,S
1998-M-FU-AUS-04A-1998,Australia F4,Grass,32,S
2011-3627,Todi CH,Clay,32,C
2009-M-FU-KAZ-03A-2009,Kazakhstan F3,Clay,32,S
2015-M-FU-GRE-05A-2015,Greece F5,Hard,32,S
2007-M-FU-ROU-18A-2007,Romania F18,Clay,32,S
2012-M-FU-CAN-06A-2012,Canada F6,Hard,32,S
1997-490,Curitiba CH,Clay,32,C
2020-9158,Cordoba,Clay,32,A
1996-583,Manchester CH,Grass,32,C
1998-M-FU-GRE-01A-1998,Greece F1,Hard,32,S
2013-M-FU-BRA-20A-2013,Brazil F20,Clay,32,S
2013-M-FU-MEX-15A-2013,Mexico F15,Hard,32,S
2005-301,Auckland,Hard,32,A
1974-414,Hamburg,Clay,64,A
2008-499,Delray Beach,Hard,32,A
1970-413,Las Vegas,Hard,16,A
2010-83,Eckental CH,Carpet,32,C
2007-M-FU-GER-14A-2007,Germany F14,Clay,32,S
1995-585,Sao Paulo CH,Hard,32,C
2015-M-FU-INA-03A-2015,Indonesia F3,Hard,32,S
2004-M-FU-ESP-19A-2004,Spain F19,Clay,32,S
1973-410,Monte Carlo,Clay,48,A
2017-0083,Eckental CH,Hard,32,C
2020-M-DC-2020-WG2-PO-GUA-TUN-01,Davis Cup WG2 PO: GUA vs TUN,Hard,4,D
1998-773,Bucharest,Clay,32,A
2003-M-FU-USA-17A-2003,USA F17,Clay,32,S
2014-M-FU-ROU-09A-2014,Romania F9,Clay,32,S
2002-637,Champaign CH,Hard,32,C
1999-M-SA-NGR-01A-1999a,West Africa Masters 1,Hard,32,S
1996-M-SA-ITA-04A-1996b,Italy 4 Masters 2,Clay,32,S
2006-2212,Yuba City CH,Hard,32,C
1973-413,Las Vegas,Hard,32,A
2016-M-FU-BUL-01A-2016,Bulgaria F1,Hard,32,S
1995-M-SA-SUI-02A-1995a,Switzerland 2 Masters 1,Carpet,32,S
1985-326,Brisbane,Carpet,32,A
2011-D017,Davis Cup G2 R1: PER vs AHO,Clay,4,D
2014-1743,Recanati CH,Hard,32,C
2003-577,San Benedetto CH,Clay,32,C
2003-D055,Davis Cup G2 R2: DEN vs SLO,Hard,4,D
2010-M-FU-TUR-14A-2010,Turkey F14,Clay,32,S
1995-M-SA-ESP-04A-1995b,Spain 4 Masters 2,Clay,24,S
2011-M-FU-MEX-13A-2011,Mexico F13,Hard,32,S
1997-M-SA-CHI-01A-1997a,Chile 1 Masters 1,Clay,32,S
2006-M-FU-ESP-01A-2006,Spain F1,Clay,32,S
2007-311,Queen's Club,Grass,56,A
1997-M-SA-EGY-02A-1997c,Egypt 2 Masters 3,Clay,32,S
2019-M-ITF-KAZ-08A-2019,M15 Shymkent,Clay,32,S
2013-M-FU-GRE-09A-2013,Greece F9,Clay,32,S
2009-440,s-Hertogenbosch,Grass,32,A
2019-M-ITF-GBR-06A-2019,M25 Chiswick,Hard,32,S
1999-M-FU-NOR-01A-1999,Norway F1,Carpet,32,S
2013-M-FU-ISR-01A-2013,Israel F1,Hard,32,S
2001-538,Budapest CH,Clay,32,C
1999-M-SA-ISR-01A-1999a,Israel 1 Masters 1,Hard,24,S
2015-M-FU-POR-07A-2015,Portugal F7,Hard,32,S
2002-1500,Tyler CH,Hard,32,C
1993-416,Rome Masters,Clay,64,M
2004-M-FU-ITA-14A-2004,Italy F14,Clay,32,S
2017-M-FU-SRI-03A-2017,Sri Lanka F3,Clay,32,S
1994-786,Poznan CH,Clay,32,C
2015-M-FU-TUR-47A-2015,Turkey F47,Clay,32,S
2005-234,Belo Horizonte CH,Hard,32,C
2000-D052,Davis Cup WG PO: ITA vs BEL,Clay,4,D
2007-D053,Davis Cup G2 R2: PAR vs DOM,Clay,4,D
2010-D071,Davis Cup G2 PO: GBR vs TUR,Grass,4,D
1987-326,Brisbane,Hard,32,A
2019-M-ITF-GBR-02A-2019,M25 Barnstaple,Hard,32,S
2007-2212,Yuba City CH,Hard,32,C
1979-D021,Davis Cup EUR PR: FIN vs EGY,,4,D
2008-M-FU-ISR-04A-2008,Israel F4,Hard,32,S
1999-M-FU-AUT-01A-1999,Austria F1,Clay,32,S
1977-2019,Ocean City,Hard,16,A
2010-M-FU-JPN-01A-2010,Japan F1,Hard,32,S
2005-M-FU-ECU-03A-2005,Ecuador F3,Clay,32,S
2000-221,Tampere CH,Clay,32,C
2000-D056,Davis Cup WG PO: SUI vs BLR,Carpet,4,D
2015-M-FU-CRO-12A-2015,Croatia F12,Clay,32,S
2019-7343,Ningbo CH,Hard,64,C
2014-M-FU-RUS-01A-2014,Russia F1,Hard,32,S
2013-M-FU-CAN-08A-2013,Canada F8,Hard,32,S
2014-717,Houston,Clay,28,A
2012-M-FU-TUR-16A-2012,Turkey F16,Hard,32,S
2018-M-FU-RUS-08A-2018,Russia F8,Clay,32,S
2017-M-FU-INA-01A-2017,Indonesia F1,Hard,32,S
2006-M-FU-JPN-01A-2006,Japan F1,Hard,32,S
1983-702,Venice,Clay,32,A
1980-205,Lagos,Clay,32,A
2014-7085,Biella CH,Clay,32,C
2017-M-FU-ARG-11A-2017,Argentina F11,Clay,32,S
2014-5063,Pereira CH,Clay,32,C
1978-406,Brussels,Clay,32,A
1994-M-SA-ITA-01A-1994c,Italy 1 Masters 3,Clay,24,S
2007-M-FU-ITA-24A-2007,Italy F24,Clay,32,S
2003-D079,Davis Cup WG PO: THA vs CZE,Hard,4,D
2007-D009,Davis Cup WG PO: SRB vs AUS,Clay,4,D
2001-648,Salvador CH,Hard,32,C
2011-M-FU-USA-15A-2011,USA F15,Clay,32,S
1990-381,Canberra CH,Grass,32,C
2018-M010,S-Hertogenbosch,Grass,32,A
1970-D037,Davis Cup G1 QF: VIE vs INA,,4,D
2012-M-FU-ITA-20A-2012,Italy F20,Clay,32,S
1996-M-SA-ECU-01A-1996d,Venezuela Ecuador Masters 4,Clay,32,S
1993-M-SA-MAS-01A-1993c,Malaysia 1 Masters 3,Hard,32,S
2002-M-FU-JAM-03A-2002,Jamaica F3,Hard,32,S
2005-D020,Davis Cup WG PO: ITA vs ESP,Clay,4,D
2002-D030,Davis Cup G2 QF: PAR vs AHO,Clay,4,D
2019-M-ITF-ITA-02A-2019,M25 Santa Margherita Di Pula,Clay,32,S
2016-5057,Rome CH,Hard,32,C
1981-291,Layetano CH,Clay,32,C
2018-M-FU-TUR-35A-2018,Turkey F35,Clay,32,S
2007-423,Los Angeles,Hard,32,A
2008-M-FU-VEN-08B-2008,Venezuela F8,Hard,32,S
2004-M-SA-IND-01A-2004a,India 1 1,Hard,32,S
2007-M-FU-POR-03A-2007,Portugal F3,Hard,32,S
1969-D016,Davis Cup EUR R1: DEN vs TCH,Clay,4,D
2003-M-FU-ESP-25A-2003,Spain F25,Hard,32,S
1999-M-SA-JPN-01A-1999a,Japan 1 Masters 1,Hard,24,S
2013-M-FU-BEL-08A-2013,Belgium F8,Clay,32,S
1998-443,Napoli CH,Clay,32,C
1993-501,Emden CH,Carpet,32,C
2010-543,Guayaquil CH,Clay,32,C
2013-M-FU-QAT-02A-2013,Qatar F2,Hard,32,S
2013-M-FU-ROU-03A-2013,Romania F3,Clay,32,S
1983-421,Montreal / Toronto,Hard,56,M
2003-D001,Davis Cup WG R1: ROU vs FRA,Carpet,4,D
2014-M-FU-TUR-33A-2014,Turkey F33,Hard,32,S
2016-M-FU-MKD-01A-2016,Macedonia F1,Clay,32,S
2013-254,Vancouver CH,Hard,32,C
1997-M-SA-SLO-01A-1997a,Slovenia Masters 1,Clay,32,S
2017-5016,Floridablanca CH,Clay,32,C
1994-M-SA-POR-04A-1994d,Portugal 4 Masters 4,Hard,32,S
2006-M-FU-MKD-02A-2006,Macedonia F2,Clay,32,S
1985-213,San Luis Potosi CH,Clay,32,C
1989-D050,Davis Cup G1 QF: ZIM vs HUN,Hard,4,D
2016-M-FU-ITA-14A-2016,Italy F14,Clay,32,S
2004-467,Aptos CH,Hard,32,C
1983-520,Roland Garros,Clay,128,G
1986-325,Palermo,Clay,32,A
2006-799,Gramado CH,Hard,32,C
1999-M-FU-SLO-01A-1999,Slovenia F1,Clay,32,S
2005-M-FU-MEX-01A-2005,Mexico F1,Hard,32,S
1993-M-SA-MEX-03A-1993b,Mexico 3 Masters 2,Hard,32,S
2016-M-DC-2016-G2-EPA-M-LTU-RSA-01,Davis Cup G2 R2: LTU vs RSA,Clay,4,D
1997-M-SA-USA-04A-1997d,USA 4 Masters 4,Hard,64,S
1998-398,Cherbourg CH,Hard,32,C
1993-M-SA-ESP-04A-1993a,Spain 4 Masters 1,Clay,32,S
2012-6490,Kaohsiung CH,Hard,32,C
2003-D065,Davis Cup G2 PO: AND vs EGY,Carpet,4,D
2008-M-FU-USA-23A-2008,USA F23,Hard,32,S
2005-M-FU-TUR-01A-2005,Turkey F1,Clay,32,S
2007-M-FU-CMR-01A-2007,Cameroon F1,Hard,29,S
2009-833,Oberstaufen CH,Clay,32,C
2003-M-FU-SCG-03A-2003,Serbia & Montenegro F3,Clay,32,S
1992-352,Paris Masters,Carpet,48,M
2016-M-FU-GER-01A-2016,Germany F1,Carpet,32,S
2017-M-FU-EGY-35A-2017,Egypt F35,Hard,32,S
1999-357,Stuttgart Masters,Hard,48,M
2004-M-FU-GER-08A-2004,Germany F9,Clay,32,S
2013-M-FU-VEN-05A-2013,Venezuela F5,Hard,32,S
1994-M-SA-SUI-01A-1994d,Switzerland Masters 4,Carpet,32,S
2013-M-FU-BUL-06A-2013,Bulgaria F6,Clay,32,S
2003-446,Freudenstadt CH,Clay,32,C
2018-M-DC-2018-WG-M-KAZ-CRO-01,Davis Cup WG QF: KAZ vs CRO,Clay,4,D
2012-M-FU-ROU-08A-2012,Romania F8,Clay,32,S
1998-D079,Davis Cup G2 QF: YUG vs POR,Clay,4,D
2012-315,Newport,Grass,32,A
1998-M-SA-SUI-01A-1998d,Switzerland 1 Masters 4,Clay,32,S
1998-M-FU-EGY-01A-1998,Egypt F1,Clay,32,S
2013-M-FU-ARG-05A-2013,Argentina F5,Clay,32,S
2012-M-FU-SLO-01A-2012,Slovenia F1,Clay,32,S
2016-M-FU-RUS-01A-2016,Russia F1,Clay,32,S
2000-M-FU-GER-02A-2000,Germany F2,Clay,32,S
2005-M-FU-CHN-05A-2005,China F5,Hard,32,S
1994-519,Celle CH,Carpet,32,C
1997-M-SA-FRA-05A-1997c,France 5 Masters 3,Hard,32,S
1983-D001,Davis Cup EUR R1: ALG vs BUL,Clay,4,D
1996-213,Puerta Vallarta CH,Hard,32,C
2004-M-FU-FRA-18A-2004,France F19,Hard,32,S
1974-610,Dallas WCT,Carpet,8,A
1991-M-SA-IRL-01A-1991a,Ireland Masters 1,Carpet,32,S
2005-M-FU-ITA-07A-2005,Italy F7,Clay,32,S
2019-M-ITF-FRA-07A-2019,M25 Angers,Clay,32,S
1993-M-SA-ZIM-01A-1993c,Central Africa Masters 3,Hard,32,S
2014-D021,Davis Cup WG PO: AUS vs UZB,Grass,4,D
2013-M-FU-CYP-03A-2013,Cyprus F3,Hard,32,S
2017-M-FU-CZE-06A-2017,Czech Republic F6,Clay,32,S
1995-M-SA-IND-01A-1994b,India Masters 2,Clay,32,S
1999-M-FU-FIN-01A-1999,Finland F1,Clay,32,S
2005-D054,Davis Cup G2 R1: SLO vs CIV,Hard,4,D
2010-D065,Davis Cup G2 R2: IRL vs LTU,Carpet,4,D
1988-418,Washington,Hard,56,A
1995-M-SA-MEX-03A-1995a,Cuba Mexico Masters 1,Hard,24,S
2011-M-FU-TUR-08A-2011,Turkey F8,Hard,32,S
2006-1778,Dharwad CH,Hard,32,C
2015-3627,Todi CH,Clay,32,C
2016-M-FU-CHN-12A-2016,China F12,Clay,24,S
1980-301,Auckland,Hard,32,A
1978-423,Los Angeles,Carpet,64,A
1993-401,Philadelphia,Carpet,32,A
2015-3351,Sacramento CH,Hard,32,C
2002-425,Barcelona,Clay,56,A
2015-M-FU-QAT-02A-2015,Qatar F2,Hard,32,S
2014-2273,Orleans CH,Hard,32,C
2018-M-FU-CAN-04A-2018,Canada F4,Hard,32,S
1994-D021,Davis Cup G1 PO: URU vs CUB,Clay,4,D
2016-M-FU-ARG-04A-2016,Argentina F4,Clay,32,S
2015-M-FU-USA-17A-2015,USA F17,Clay,32,S
2012-M-FU-USA-25A-2012,USA F25,Hard,32,S
1981-406,Brussels,Carpet,32,A
2001-M-FU-BRA-02A-2001,Brazil F2,Clay,32,S
2011-D005,Davis Cup G2 R1: MAR vs BIH,Clay,4,D
2018-M-FU-ZIM-02A-2018,Zimbabwe F2,Hard,32,S
1998-604,Grand Slam Cup,Hard,16,A
1995-436,Bermuda,Clay,32,A
2011-M-FU-ESP-12A-2011,Spain F12,Clay,32,S
1980-275,Sao Paulo,Carpet,32,A
2017-M-FU-TUR-17A-2017,Turkey F17,Clay,32,S
1995-589,Quito CH,Clay,32,C
2011-M-FU-USA-06A-2011,USA F6,Hard,32,S
2007-M-FU-ITA-20A-2007,Italy F20,Clay,32,S
2016-M-FU-FIN-03A-2016,Finland F3,Clay,32,S
2013-M-FU-TUR-27A-2013,Turkey F27,Hard,32,S
1993-M-SA-TUN-01A-1993c,Tunisia Masters 3,Hard,32,S
2016-7077,Prague CH,Clay,32,C
2008-486,Manerbio CH,Clay,32,C
2017-0315,Newport,Grass,32,A
2019-M-ITF-RUS-02A-2019,M25 Kazan,Hard,32,S
2008-M-FU-MEX-13A-2008,Mexico F13,Hard,32,S
2018-M-FU-ITA-23A-2018,Italy F23,Clay,32,S
2011-3628,Trnava CH,Clay,32,C
2009-M-FU-IRI-08A-2009,Iran F8,Clay,32,S
2006-1604,Trani CH,Clay,32,C
2009-3407,Blumenau CH,Clay,32,C
1989-379,Prague,Clay,32,A
2007-2,Ho Chi Minh City CH,Hard,32,C
2006-M-FU-ITA-08A-2006,Italy F8,Clay,32,S
2005-M-FU-TUN-05A-2005,Tunisia F5,Hard,32,S
1991-M-SA-YUG-01A-1991b,Yugoslavia Masters 2,Clay,32,S
1995-M-SA-PHI-01A-1995d,Philippines 1 Masters 4,Hard,32,S
1996-526,Braunschweig CH,Clay,32,C
2008-M-FU-GRE-06B-2008,Greece F6,Carpet,32,S
2016-M-FU-HKG-02A-2016,Hong Kong F2,Hard,32,S
1975-D031,Davis Cup EUR PR: FRG vs SUI,,4,D
2013-M-FU-JPN-03A-2013,Japan F3,Hard,32,S
2010-M-FU-ITA-08A-2010,Italy F8,Clay,32,S
2016-M-FU-GEO-02A-2016,Georgia F2,Clay,32,S
2000-497,Besancon CH,Hard,32,C
1993-M-SA-GER-02A-1993a,Germany 2 Masters 1,Clay,24,S
2008-D044,Davis Cup G1 R2: CHI vs CAN,Clay,4,D
2009-M-FU-AUT-05A-2009,Austria F5,Clay,32,S
2014-6488,Mersin CH,Clay,32,C
2006-D058,Davis Cup G2 R1: NZL vs LIB,Hard,4,D
2015-M-FU-RSA-02A-2015,South Africa F2,Hard,32,S
